Title|Budget|Gross|Year
Almost Famous|60000000|32522352|2000
Éloge de l'amour|-1|251717|2001
Boiler Room|9000000|16938179|2000
The Caveman's Valentine|-1|687081|2001
Love's Labour's Lost|13000000|284291|2000
Siegfried & Roy: The Magic Box|-1|5231283|1999
Urbania|225000|1027119|2000
Bicentennial Man|100000000|58220776|1999
Island of the Sharks|-1|10658756|1999
The Dogwalker|-1|3732|1999
Falkens öga|-1|31673|1998
Me Myself I|-1|565193|1999
Me, Myself & Irene|51000000|90567722|2000
Mission to Mars|90000000|60874615|2000
Orfeu|-1|96811|1999
Phone Booth|10000000|46563158|2002
Pollock|6000000|8596914|2000
A Knight's Tale|41000000|56083966|2001
Taxi 2|70000000|559412|2000
The Wetonkawa Flash|-1|5030|1999
X|-1|142544|1996
Le petit voleur|-1|37280|1999
Get Bruce|-1|43155|1999
Maryam|-1|104209|2002
O|5000000|16017403|2001
Petits frères|-1|2151|1999
Reindeer Games|36000000|23360779|2000
Shanghai Noon|55000000|56932305|2000
Snow Day|13000000|60008303|2000
Whispers: An Elephant's Tale|4000000|250000|2000
Wonder Boys|35000000|19389454|2000
Pups|-1|4427|1999
Todo sobre mi madre|-1|8264530|1999
Battlefield Earth: A Saga of the Year 3000|73000000|21471685|2000
Fomlesen i kattepine|2400000|350000|1999
House on Haunted Hill|19000000|40846082|1999
Little Nicky|80000000|39442871|2000
Suits|-1|3676|1999
The Blair Witch Project|60000|140530114|1999
Drowning Mona|16000000|15427192|2000
Frequency|31000000|44983704|2000
Jesus' Son|2500000|1282084|1999
Buena Vista Social Club|-1|6997620|1999
Space Cowboys|65000000|90454043|2000
Sugar & Spice|11000000|13276953|2001
Wallowitch & Ross: This Moment|-1|1145|1999
The Young Unknowns|-1|58163|2000
Ça commence aujourd'hui|-1|12348|1999
Bounce|35000000|36779296|2000
Down to You|9000000|20035310|2000
Gone in Sixty Seconds|90000000|101643008|2000
The Patriot|110000000|113330342|2000
Slap Her... She's French|10000000|116404|2002
Anatomie|8400000|5725|2000
Beefcake|-1|275996|1998
Blade II|54000000|81645152|2002
Doug's 1st Movie|5000000|19421271|1999
Genghis Blues|-1|323881|1999
La lengua de las mariposas|-1|2086098|1999
Price of Glory|10000000|3434515|2000
Birthday Girl|13000000|4919896|2001
Daytona Beach Weekend|-1|8477000|1965
Gojira ni-sen mireniamu|1000000000|10037390|1999
Günese yolculuk|-1|4391|1999
Human Traffic|-1|104257|1999
An Invited Guest|-1|100835|1999
Kill by Inches|-1|595|1999
Love Stinks|4000000|2622075|1999
Le temps retrouvé, d'après l'oeuvre de Marcel Proust|65000000|461493|1999
Un spécialiste, portrait d'un criminel moderne|-1|20021|1999
Unconditional Love|-1|100466|1999
Just Visiting|40000000|4777007|2001
Gabriela|-1|2334720|2001
The Girl Next Door|-1|512995|1999
The Big Kahuna|-1|3150107|1999
Kadosh|-1|735864|1999
Miss Julie|-1|13107|1999
Shadow of the Vampire|8000000|8279017|2000
Southpaw: The Francis Barrett Story|-1|26822|1999
The Whole Nine Yards|24000000|57262492|2000
The Basket|1300000|609042|1999
Wo hu cang long|15000000|128067808|2000
Dungeons & Dragons|35000000|15185241|2000
Left Behind|17400000|4223409|2000
O Brother, Where Art Thou?|26000000|45506619|2000
Pokémon: The First Movie|-1|85744662|1999
Solas|-1|367939|1999
Vatel|36000000|49464|2000
Vertical Limit|75000000|68473360|2000
Circus|-1|8406|2000
Rang-e khoda|-1|1810145|1999
New Best Friend|-1|28658|2002
Le dernier souffle|3800000|251091|1999
The Fighting Temptations|15000000|30238577|2003
The Replacements|50000000|44737059|2000
Un pont entre deux rives|-1|44531|1999
La veuve de Saint-Pierre|100000000|3058380|2000
28 Days|43000000|37035515|2000
Gendernauts - Eine Reise durch die Geschlechter|-1|6002|1999
Get Over It|10000000|11560259|2001
Head Over Heels|14000000|10397365|2001
Julien Donkey-Boy|-1|80226|1999
The Little Vampire|22000000|13555988|2000
Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.|-1|495318|1999
The Skulls|15000000|35007180|2000
Swiri|5000000|97152|1999
Urban Legends: Final Cut|15000000|21468807|2000
La vida es silbar|-1|63574|1998
A Wake in Providence|-1|402805|1999
Stardom|-1|10632|2000
Avenged|800000|1600000|1998
Deceptions|1100000|5300000|1992
Enemies of Laughter|2500000|150000|2000
Jin-Rô|-1|94591|1998
Raising the Stakes|100000|7092|1999
The Order|25000000|564780|2001
Texas Rangers|38000000|623374|2001
The Volunteers|1500000|3100000|1997
Badding|7500000|1438848|2000
Extreme|5000000|10203488|1999
Hard|-1|19596|1998
Massoud, l'Afghan|-1|5859|1998
Panic|1000000|779137|2000
Romance|-1|1282941|1999
Wildfire: Feel the Heat|-1|2040635|1999
Hei ma wang zi|-1|800000|1999
Saving Grace|-1|12115757|2000
U.S. Seals|3500000|31487933|1999
Erin Brockovich|51000000|125548685|2000
Final Destination|23000000|53302314|2000
Here on Earth|15000000|10494147|2000
Meeting People Is Easy|-1|51282|1998
Next Friday|9500000|57176582|2000
Pop & Me|-1|5476|1999
Samsara|3000000|23560500|2001
MVP: Most Valuable Primate|4500000|1246237|2000
Small Time Crooks|18000000|17071230|2000
Zoolander|28000000|45162741|2001
Grizzly Falls|-1|163339|1999
The Lifestyle|-1|85000|1999
Lockdown|-1|449482|2000
Play It to the Bone|24000000|8427204|1999
What's Cooking?|-1|1039374|2000
Adorenarin doraibu|-1|77313|1999
Boesman and Lena|-1|32148|2000
Crime and Punishment in Suburbia|-1|26394|2000
Da jeg traff Jesus... med sprettert|-1|722174|2000
Detektor|-1|1541163|2000
L'humanité|-1|113495|1999
Live Freaky Die Freaky|-1|11290|2006
Where the Heart Is|15000000|33771174|2000
Monsters, Inc.|115000000|255870172|2001
Gripsholm|10400000|233935|2000
3 Strikes|6000000|9821335|2000
About Adam|-1|151559|2000
In the Cut|12000000|4717455|2003
Kikujirô no natsu|-1|198238|1999
Love & Basketball|15000000|27441122|2000
Love, Honour and Obey|-1|1143|2000
Red Planet|75000000|17480890|2000
Riding in Cars with Boys|48000000|29781453|2001
Rosetta|-1|261475|1999
Bad Luck Love|2100000|198476|2000
The Bank Job|20000000|30028592|2008
Bats|6500000|10149779|1999
Biandan, guniang|-1|1446|1998
Chuck & Buck|250000|1050600|2000
Coyote Ugly|45000000|60786269|2000
The Golden Bowl|15000000|3037579|2000
The House of Mirth|10000000|3041803|2000
Mein liebster Feind - Klaus Kinski|-1|95612|1999
The Underground Comedy Movie|-1|856|1999
The Body|-1|33565|2001
Les convoyeurs attendent|-1|5518|1999
Eastside|-1|1003|1999
Phörpa|-1|1067773|1999
A Rumor of Angels|-1|31817|2000
Voyages|-1|1055|1999
Whatever It Takes|15000000|8735529|2000
Rock Star|57000000|16991902|2001
A Room for Romeo Brass|-1|18434|1999
The Tavern|-1|6096|1999
Two Family House|-1|1015055|2000
Under Hellgate Bridge|-1|28883|2000
The Way of the Gun|21000000|6047856|2000
Swimming|-1|161483|2000
The Children of Chabannes|-1|33413|1999
Moulin Rouge!|52500000|57386369|2001
Men of Honor|32000000|48814909|2000
Nobody|-1|488|1999
Rocky Road|-1|991|2001
Sexy Beast|-1|6946056|2000
Tillsammans|17000000|1069156|2000
You Can Count on Me|1200000|9180275|2000
American Desi|250000|902835|2001
The Omega Code|8000000|12610552|1999
Greenfingers|5000000|1439287|2000
Der Krieger und die Kaiserin|-1|871058|2000
One Night at McCool's|-1|6290673|2001
Animal Factory|-1|43805|2000
Boys and Girls|16000000|20627372|2000
Exorcist: The Beginning|30000000|41814863|2004
Poor White Trash|-1|1404|2000
L'invention de l'amour|-1|11390|2000
Matroni et moi|-1|130572|1999
Sordid Lives|-1|1079726|2000
Trouble Every Day|-1|85994|2001
Une liaison pornographique|-1|347808|1999
The Waiting Time|-1|2200|1999
The Art of Amália|-1|6900|2000
Camera Obscura|-1|11384|2000
Bring It On|10000000|68379000|2000
Deuce Bigalow: Male Gigolo|18000000|65535067|1999
Dubbel-8|-1|25113|2000
Dr T and the Women|12000000|13113041|2000
Thomas and the Magic Railroad|19000000|15911333|2000
Les amants criminels|-1|50470|1999
Blessed Art Thou|-1|15047|2000
The Dish|-1|2252970|2000
Flushed|-1|935|1999
Madison|-1|508867|2001
Keep the River on Your Right: A Modern Cannibal Tale|-1|348507|2000
Psycho Beach Party|1500000|265107|2000
Save the Last Dance|13000000|91038276|2001
The Trumpet of the Swan|-1|152525|2001
Woman on Top|8000000|5018450|2000
Ku jing guai tan|-1|69225|1999
And Baby Makes 2|-1|4058|1999
Abschied - Brechts letzter Sommer|-1|10952|2000
Children of Men|76000000|35286428|2006
Fast Food Fast Women|-1|186586|2000
The Man Who Cried|-1|739583|2000
Maybe Baby|-1|8351|2000
My First Mister|-1|621377|2001
What Women Want|70000000|182805123|2000
Laura Cadieux... la suite|-1|777477|1999
How to Kill Your Neighbor's Dog|7300000|48564|2000
Better Living Through Circuitry|-1|81000|1999
Big Momma's House|30000000|117559438|2000
Snatch.|6000000|30093107|2000
Happy Accidents|-1|688510|2000
The Life and Times of Hank Greenberg|-1|1703901|1998
The Contender|20000000|17804273|2000
The King Is Alive|-1|103505|2000
Get Carter|40000000|14967182|2000
La stanza del figlio|-1|1014416|2001
New York Beat Movie|-1|100293|1981
Gojitmal|-1|61900|1999
Iedereen beroemd!|-1|74628|2000
Ken Park|-1|55508|2002
Memento|5000000|25530884|2000
The Mummy Returns|98000000|202007640|2001
Yi ge dou bu neng shao|-1|589114|1999
S.O.S.|-1|201003|1999
Bad ma ra khahad bord|-1|213253|1999
The Wedding Planner|35000000|60400856|2001
Beau travail|-1|247606|1999
The Cell|33000000|61280963|2000
Gangster No. 1|-1|30915|2000
Ginger Snaps|5000000|2554|2000
Girlfight|-1|1523941|2000
Jails, Hospitals & Hip-Hop|-1|10791|2000
Gekijô-ban poketto monsutâ: Maboroshi no pokemon: Rugia bakutan|-1|40703929|1999
Songcatcher|1800000|3050934|2000
The Testimony of Taliesin Jones|-1|75717|2000
The Weight of Water|16000000|102622|2000
Beautiful|9000000|3060963|2000
Bootmen|-1|21172|2000
Center Stage|18000000|17174870|2000
Goya en Burdeos|-1|716592|1999
Himalaya - l'enfance d'un chef|-1|2481690|1999
En häxa i familjen|-1|28116|2000
Nashan naren nagou|-1|203975|1999
Remember the Titans|30000000|115648585|2000
La vie après l'amour|-1|1795758|2000
102 Dalmatians|85000000|66941559|2000
Barenaked in America|-1|27714|1999
La bûche|-1|147628|1999
Gouttes d'eau sur pierres brûlantes|-1|86132|2000
Jason X|13500000|12610731|2001
Knockaround Guys|-1|11632420|2001
The Luzhin Defence|-1|1051811|2000
Une pour toutes|-1|27600|1999
Vengo|-1|124994|2000
Le fabuleux destin d'Amélie Poulain|11400000|33201661|2001
Awake|9000000|14373825|2007
Bait|35000000|15325127|2000
American Storytellers|-1|16148|2003
Meet the Parents|55000000|166244045|2000
Miss Congeniality|45000000|106807667|2000
Blow Dry|-1|637769|2001
Rosszfiúk|-1|33570|2000
Snow Days|-1|20555|1999
Tully|-1|433264|2000
2046|12000000|261481|2004
Artificial Intelligence: AI|90000000|78616689|2001
Big Eden|-1|512451|2000
Bread and Roses|-1|525738|2000
Bride of the Wind|12000000|419414|2001
Groove|500000|1114943|2000
Hannibal|87000000|165091464|2001
New Waterford Girl|-1|774469|1999
Pearl Harbor|140000000|198539855|2001
Rugrats in Paris: The Movie - Rugrats II|30000000|76501438|2000
The Amati Girls|-1|33902|2000
Gohatto|-1|47234|1999
Ground Zero|-1|150|2000
Cirque du Soleil: Journey of Man|-1|15186747|2000
The Ladies Man|11000000|13592872|2000
Malèna|-1|3429045|2000
Padaiyappa|-1|9268000|1999
Some Fish Can Fly|-1|12499|1999
La vérité si je mens! 2|-1|15700|2001
Burlesk King|-1|39036|1999
Grass|-1|313039|1999
Le monde de Marty|-1|10953|2000
Road Trip|15600000|68525609|2000
Russian Doll|-1|127103|2001
Xizao|-1|1153271|1999
Bamboozled|10000000|2185266|2000
Enemy at the Gates|70000000|51396781|2001
Hochelaga|1000000|376714|2000
The 6th Day|82000000|34543701|2000
Best Man in Grass Creek|-1|81760|1999
Les blessures assassines|-1|225390|2000
Vampire Hunter D|-1|25521|2000
Les destinées sentimentales|-1|230300|2000
Turn It Up|9000000|1244676|2000
Le goût des autres|-1|635282|2000
Harrison's Flowers|8000000|1843570|2000
Harry un ami qui vous veut du bien|-1|3818452|2000
Hum Saath-Saath Hain: We Stand United|-1|2005094|1999
Sade|-1|25113|2000
Trois|200000|1160268|2000
Ça ira mieux demain|-1|3744172|2000
Boricua's Bond|-1|103163|2000
Dahek: A Burning Passion|-1|63886|1998
Dancing at the Blue Iguana|-1|30181|2000
Eve|-1|6381|2000
Gangs of New York|97000000|77679638|2002
Loser|20000000|15464026|2000
Secret Society|-1|933|2000
Unbreakable|75000000|94999143|2000
The Woman Chaser|-1|110720|1999
Beyond the Mat|500000|2047570|1999
Circuit|-1|235087|2001
The Closer You Get|-1|221898|2000
An Everlasting Piece|14000000|75078|2000
The Claim|20000000|669258|2000
Kippur|-1|110281|2000
Me & Isaac Newton|-1|32269|1999
Pukar|-1|357422|2000
Scarlet Diva|-1|18062|2000
Soul Survivors|14000000|3100650|2001
Antitrust|30000000|10965209|2001
Best in Show|6000000|18621249|2000
Original Sin|26000000|16252765|2001
The Family Man|60000000|75764085|2000
Strictly Sinatra|-1|1232|2001
Waking Up in Reno|-1|267109|2002
Waydowntown|-1|19583|2000
Dracula 2000|28000000|33000377|2000
The Gift|10000000|11994719|2000
Heartbreak Hospital|-1|1480|2002
Human Nature|-1|695876|2001
The Kid|65000000|69688384|2000
Muhammad Ali, the Greatest|-1|20073|1969
Lucky Numbers|65000000|10014234|2000
Bandits|80000000|41523271|2001
Slaves of Hollywood|-1|2648|1999
Thicker Than Water|-1|79823|1999
The Tigger Movie|20000000|45542421|2000
Timecode|4000000|945041|2000
The Valley|-1|693434|1999
When Brendan Met Trudy|-1|132384|2000
Besotted|-1|656|2001
Halloween: Resurrection|15000000|30259652|2002
Intacto|-1|302675|2001
Khauff|-1|81825|2000
Maelström|-1|33410|2000
Ressources humaines|-1|116866|1999
On Hostile Ground|-1|2595|2000
Blow|30000000|52937130|2001
Chopper|-1|234259|2000
Christmas in the Clouds|3000000|223335|2001
Dead or Alive: Hanzaisha|500000|1841|1999
The Glass House|22000000|17951431|2001
Slip hestene løs|-1|1012432|2000
An American Rhapsody|-1|850023|2001
Ayurveda: Art of Being|300000|16892|2001
Borstal Boy|-1|87074|2000
Beautiful Creatures|-1|55381|2000
Fifty|2000000|3328240|1999
Hey Ram|-1|274675|2000
Hum Tumhare Hain Sanam|-1|404000|2002
Phir Bhi Dil Hai Hindustani|-1|588606|2000
The Broken Hearts Club: A Romantic Comedy|1000000|1744858|2000
Brother|12000000|447750|2000
Injeong sajeong bol geot eobtda|-1|22007|1999
Off the Lip|-1|14773|2004
Pay It Forward|40000000|33508922|2000
Tupac Shakur: Words Never Die|350000|19000000|1997
Mua he chieu thang dung|-1|456387|2000
Angel Eyes|38000000|24044532|2001
Blue Moon|-1|56304|2000
Dillagi|-1|463159|1999
El mar de Lucas|-1|97273|1999
Pyrus på pletten|-1|406860|2000
Shadow Hours|-1|37221|2000
Wolves|-1|5471376|1999
Chelsea Walls|-1|59675|2001
Made|5000000|5308707|2001
Plata quemada|-1|241484|2000
The Score|68000000|71069884|2001
Spy Kids|35000000|112692062|2001
Tortilla Heaven|-1|104999|2007
The Trial of Old Drum|-1|1025|2000
The 51st State|28000000|5204007|2001
Drôle de Félix|-1|362572|2000
Ghosts of Mars|28000000|8434601|2001
Otesánek|-1|116710|2000
Proof of Life|65000000|32598931|2000
Les rivières pourpres|95000000|69316|2000
Sleepwalker|-1|193529|2000
Green Dragon|-1|281803|2001
Book of Shadows: Blair Witch 2|15000000|26421314|2000
Dinner Rush|-1|110000|2000
The Legend of Blood Mountain|750000|1250000|1965
Le pique-nique de Lulu Kreutz|-1|4841|2000
Atlantis: The Lost Empire|90000000|84052762|2001
Bartleby|-1|141367|2001
Bedazzled|48000000|37879996|2000
La confusion des genres|-1|49029|2000
In the Light of the Moon|-1|5708|2000
In Search of Peace|-1|7000|2001
Mayor of the Sunset Strip|-1|257315|2003
One Day in September|-1|155158|1999
The Others|17000000|96471845|2001
Signs & Wonders|-1|33842|2000
Sweet November|40000000|25178165|2001
Crocodile Dundee in Los Angeles|21150000|25590119|2001
Deuces Wild|10000000|6044618|2002
Down to Earth|30000000|64172251|2001
Levottomat|-1|16239|2000
Mela|-1|138261|2000
Merci pour le chocolat|-1|443238|2000
The Fast and the Furious|38000000|144512310|2001
3000 Miles to Graceland|42000000|15738632|2001
Après la vie|-1|26165|2002
Benjamin Smoke|-1|36807|2000
Cavale|-1|64796|2002
Collateral Damage|85000000|40048332|2002
CyberWorld|-1|11243622|2000
Englar alheimsins|-1|801924|2000
The Eyes of Tammy Faye|-1|1025234|2000
Famous|-1|112521|2000
Baran|-1|125900|2001
Kaho Naa... Pyaar Hai|140000000|356000|2000
Love & Sex|-1|546287|2000
The Matrix Reloaded|150000000|281492479|2003
Musíme si pomáhat|-1|1320112|2000
Novocaine|6000000|2025238|2001
Our Song|-1|254199|2000
Pettson och Findus - katten och gubbens år|-1|423159|1999
Rat|-1|2501|2000
Die Stille nach dem Schuß|-1|671565|2000
Summer Catch|17000000|19693891|2001
Suzhou he|-1|96330|2000
The Tao of Steve|-1|4340373|2000
Un couple épatant|-1|47602|2002
La ville est tranquille|-1|51987|2000
Wo de fu qin mu qin|-1|1280090|1999
À l'attaque!|-1|7597|2000
Ôdishon|-1|213139|1999
Dark Days|-1|426687|2000
Love and a Bullet|-1|16853|2002
Mirakel|-1|584092|2000
The Salton Sea|18000000|764554|2002
The Waiting Game|-1|19381|1999
Aïe|-1|228|2000
The Ballad of Ramblin' Jack|-1|221893|2000
Better Than Sex|-1|94940|2000
Blinkende lygter|-1|2881123|2000
Born Romantic|-1|14597|2000
The Filth and the Fury|-1|606643|2000
Josie and the Pussycats|22000000|14252830|2001
The Original Kings of Comedy|3000000|38168022|2000
Long Night's Journey Into Day|-1|9932|2000
Margarita Happy Hour|-1|10668|2001
The Mexican|57000000|66808615|2001
Paragraph 175|-1|65719|2000
Promenons-nous dans les bois|-1|56119|2000
Running on the Sun: The Badwater 135|-1|2464|2000
The Tailor of Panama|18000000|13729742|2001
Grev Axel|-1|178625|2001
Le pacte des loups|200000000|10928863|2001
Pane e tulipani|-1|5311177|2000
The Pledge|45000000|19719930|2001
The Sculptress|3000000|9972|2000
Twilight: Los Angeles|-1|8654|2000
101 Reykjavík|-1|12182|2000
15 février 1839|3100000|248093|2001
All Access: Front Row. Backstage. Live!|-1|993040|2001
Bounce: Behind the Velvet Rope|-1|7502|2000
Captain Corelli's Mandolin|57000000|25543895|2001
